Table     9.01
 
***** AVG WEEKDAY STATION UTILIZATION (All Transit/All car HH) ************
Comparison of Station Boardings by Scenario for       3895 Stations
All Purposes All Transit  All car HH
                                                         Y2017 EXISTING                                     Y2017 NO-BUILD                                     Y2017 BUILD                             
                                               ================================================= ================================================= =================================================
Stop_id1                  Station Name            WLK       KNR       PNR       XFR       ALL       WLK       KNR       PNR       XFR       ALL       WLK       KNR       PNR       XFR       ALL   
3019                      GARDENIA ST + CARLOS         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3293                      DATE ST + OPP LUKEPA       227         0         0         0       227       227         0         0         0       227       227         0         0         0       227
3295                      DATE ST + OPP PALANI         5         0         0         0         5         5         0         0         0         5         5         0         0         0         5
3299                      MAUNALOA AVE + 7TH A        27         0         0         0        27        27         0         0         0        27        27         0         0         0        27
3301                      MAUNALOA AVE + 9TH A        74         0         0         0        74        74         0         0         0        74        74         0         0         0        74
3998                      BERTRAM ST + OPP SAI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4004                      SAINT LOUIS DR + OPP         8         0         0         0         8         8         0         0         0         8         8         0         0         0         8
94                        CAMPBELL AVE + HINAN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3017                      GINGER ST + ORCHID S         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3298                      MOOHEAU AVE + 6TH AV        16         0         0         0        16        16         0         0         0        16        16         0         0         0        16
4089                      SIERRA DR + WAIALAE          8         0         0         2        10         8         0         0         2        10         8         0         0         2        10
222                       KILAUEA AVE + HUNAKA         6         0         0        16        22         6         0         0        16        22         6         0         0        16        22
3015                      PALOLO AVE + OPP ORC         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3297                      MOOHEAU AVE + WINAM         21         0         0         0        21        21         0         0         0        21        21         0         0         0        21
3327                      POKOLE ST + MAUNALEI         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
4150                      PETER ST + OPP QUINC         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3294                      DATE ST + OPP EKELA         25         0         0         0        25        25         0         0         0        25        25         0         0         0        25
4071                      LURLINE DR + OPP MAU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3020                      GARDENIA ST + JASMIN       120         0         0         0       120       120         0         0         0       120       120         0         0         0       120
3025                      10TH AVE + ANUENUE S         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3035                      9TH AVE + PAKUI ST          55         0         0         0        55        55         0         0         0        55        55         0         0         0        55
3037                      9TH AVE + MALUHIA ST         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3308                      MAKAPUU AVE + MAUNAL         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3315                      PAHOA AVE + 16TH AVE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3007                      PALOLO AVE + PAALEA          2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3008                      PALOLO AVE + OPP LOK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3292                      DATE ST + OPP OLOKEL         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3994                      PETER ST + OPP RUTH         32         0         0         0        32        32         0         0         0        32        32         0         0         0        32
3995                      PETER ST + QUINCY PL        14         0         0         0        14        14         0         0         0        14        14         0         0         0        14
3336                      MOOHEAU AVE + PALIUL       101         0         0         0       101       101         0         0         0       101       101         0         0         0       101
4076                      PAULA DR + IWI WAY           8         0         0         0         8         8         0         0         0         8         8         0         0         0         8
3079                      WAIALAE AVE + 14TH A        71         0         0         0        71        71         0         0         0        71        71         0         0         0        71
3153                      KILAUEA AVE + WAIALA        32         0         0        10        42        32         0         0        10        42        32         0         0        10        42
3318                      PAHOA AVE + 13TH AVE        27         0         0         0        27        27         0         0         0        27        27         0         0         0        27
4066                      SIERRA DR + MARIPOSA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
224                       KILAUEA AVE + 22ND A         4         0         0         5         9         4         0         0         5         9         4         0         0         5         9
3010                      PALOLO AVE + JARRETT         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4108                      PUEO ST + KAHALA AVE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3312                      18TH AVE + KAIMUKI A        39         0         0         0        39        39         0         0         0        39        39         0         0         0        39
242                       18TH AVE + DIAMOND H         1         0         0         1         2         1         0         0         1         2         1         0         0         1         2
3313                      18TH AVE + PAHOA AVE        56         0         0         0        56        56         0         0         0        56        56         0         0         0        56
96                        MONSARRAT AVE + KANA        15         0         0         0        15        15         0         0         0        15        15         0         0         0        15
4040                      PAHOA AVE + KILAUEA        100         0         0         0       100       100         0         0         0       100       100         0         0         0       100
3081                      WAIALAE AVE + 16TH A        57         0         0         0        57        57         0         0         0        57        57         0         0         0        57
231                       MONSARRAT AVE + TROU       289         0         0         0       289       289         0         0         0       289       289         0         0         0       289
3023                      PALOLO AVE + OPP CAR         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3328                      POKOLE ST + KILAUEA          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
236                       MONSARRAT AVE + CAMP         3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
159                       KALAKAUA AVE + WAIKI        57         0         0         0        57        57         0         0         0        57        57         0         0         0        57
226                       18TH AVE + KILAUEA A        20         0         0        14        34        20         0         0        14        34        20         0         0        14        34
3311                      18TH AVE + MAUNALOA         10         0         0         0        10        10         0         0         0        10        10         0         0         0        10
241                       DIAMOND HEAD RD + OP        19         0         0         0        19        19         0         0         0        19        19         0         0         0        19
3171                      WAIALAE AVE + 14TH A       145         1         0         0       146       145         1         0         0       146       145         1         0         0       146
3033                      9TH AVE + PAALEA ST         45         0         0         0        45        45         0         0         0        45        45         0         0         0        45
3009                      PALOLO AVE + KALUA R        55         0         0         0        55        55         0         0         0        55        55         0         0         0        55
2999                      WAIALAE AVE + 3RD AV        55         0         0        11        66        55         0         0        11        66        55         0         0        11        66
3028                      10TH AVE + OPP WAIOM       150         0         0         0       150       150         0         0         0       150       150         0         0         0       150
3073                      WAIALAE AVE + 7TH AV        24         0         0       128       152        24         0         0       128       152        24         0         0       128       152
246                       KILAUEA AVE + 22ND A         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3029                      10TH AVE + KIWILA ST       178         0         0         0       178       178         0         0         0       178       178         0         0         0       178
4131                      KAIMUKI AVE + KAPIOL         4         0         0        21        25         4         0         0        21        25         4         0         0        21        25
3076                      WAIALAE AVE + 10TH A        10         0         0         0        10        10         0         0         0        10        10         0         0         0        10
3013                      PALOLO AVE + OPP KAU        35         0         0         0        35        35         0         0         0        35        35         0         0         0        35
3332                      KILAUEA AVE + 9TH AV        70         0         0         0        70        70         0         0         0        70        70         0         0         0        70
4104                      HUNAKAI ST + WAIALAE         1         0         0        10        12         1         0         0        10        12         1         0         0        10        12
235                       MONSARRAT AVE + KANA        53         0         0         0        53        53         0         0         0        53        53         0         0         0        53
4012                      KAIMUKI AVE + KAPAHU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4544                      CAMPBELL AVE + HERBE        43         0         0         0        43        43         0         0         0        43        43         0         0         0        43
3032                      9TH AVE + KALUA RD           6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
3335                      MAUNALOA AVE + 6TH A         4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
238                       MONSARRAT AVE + OPP        335         0         0         0       335       335         0         0         0       335       335         0         0         0       335
3326                      ALOHEA AVE + POKOLE          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
161                       KALAKAUA AVE + ELKS         19         0         0         0        19        19         0         0         0        19        19         0         0         0        19
3339                      DATE ST + PALANI AVE        10         0         0         0        10        10         0         0         0        10        10         0         0         0        10
3333                      9TH AVE + MAUNALOA A        95         3         0         0        98        95         3         0         0        98        95         3         0         0        98
3342                      DATE ST + OPP LAAU S         5         0         0         0         5         5         0         0         0         5         5         0         0         0         5
4015                      KAPAHULU AVE + DATE         12         0         0        43        55        12         0         0        43        55        12         0         0        43        55
3338                      DATE ST + KAPAHULU A         5         0         0        43        48         5         0         0        43        48         5         0         0        43        48
3296                      DATE ST + KAPAHULU A        50         0         0        51       102        50         0         0        51       102        50         0         0        51       102
3334                      MAUNALOA AVE + 7TH A        45         2         0         0        47        45         2         0         0        47        45         2         0         0        47
2996                      KAPIOLANI BL + KAIMU        30         1         0        31        62        30         1         0        31        62        30         1         0        31        62
3041                      9TH AVE + WAIALAE AV        35         0         0        24        59        35         0         0        24        59        35         0         0        24        59
219                       KILAUEA AVE + PAHOA        154         0         0         0       154       154         0         0         0       154       154         0         0         0       154
4127                      KAPAHULU AVE + MOOHE         8         0         0         5        14         8         0         0         5        14         8         0         0         5        14
4129                      KAPAHULU AVE + PALIU        68         0         0         0        68        68         0         0         0        68        68         0         0         0        68
4543                      CAMPBELL AVE + ESTHE        18         0         0         0        18        18         0         0         0        18        18         0         0         0        18
3154                      MALIA ST + KILAUEA A        38         0         0         0        38        38         0         0         0        38        38         0         0         0        38
3169                      WAIALAE AVE + 16TH A        71         0         0         0        71        71         0         0         0        71        71         0         0         0        71
157                       KALAKAUA AVE + OPP M        27         0         0         2        29        27         0         0         2        29        27         0         0         2        29
227                       18TH AVE + OPP IWALA       171         4         0         0       175       171         4         0         0       175       171         4         0         0       175
3044                      KAPIOLANI BL + OPP K        39         0         0        32        71        39         0         0        32        71        39         0         0        32        71
3075                      WAIALAE AVE + 9TH AV       237         0         0        24       261       237         0         0        24       261       237         0         0        24       261
3030                      9TH AVE + KIWILA ST          3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
4542                      CAMPBELL AVE + MAKIN        35         0         0         0        36        35         0         0         0        36        35         0         0         0        36
4018                      KAPAHULU AVE + OPP L       233         0         0         0       234       233         0         0         0       234       233         0         0         0       234
184                       KAPAHULU AVE + LEAHI       103         0         0        14       117       103         0         0        14       117       103         0         0        14       117
252                       KILAUEA AVE + WAIALA        41         7         0        16        65        41         7         0        16        65        41         7         0        16        65
4014                      KAPAHULU AVE + WINAM        55         0         0         0        55        55         0         0         0        55        55         0         0         0        55
4130                      KAPAHULU AVE + OLU S         5         0         0         0         5         5         0         0         0         5         5         0         0         0         5
3085                      WAIALAE AVE + KILAUE       138         0         0         8       147       138         0         0         8       147       138         0         0         8       147
4538                      KAPIOLANI COMMUNITY         98         0         0         0        98        98         0         0         0        98        98         0         0         0        98
3340                      DATE ST + EKELA AVE         32         0         0         0        32        32         0         0         0        32        32         0         0         0        32
3177                      WAIALAE AVE + 7TH AV        62         0         0       234       296        62         0         0       234       296        62         0         0       234       296
3341                      DATE ST + OLOKELE AV       441         0         0         0       442       441         0         0         0       442       441         0         0         0       442
240                       DIAMOND HEAD RD + OP        29         0         0         0        29        29         0         0         0        29        29         0         0         0        29
244                       18TH AVE + KILAUEA A        30         0         0        43        73        30         0         0        43        73        30         0         0        43        73
229                       DIAMOND HEAD RD + 18        56         0         0         0        56        56         0         0         0        56        56         0         0         0        56
3337                      MOOHEAU AVE + KAPAHU        57         0         0         0        57        57         0         0         0        57        57         0         0         0        57
3058                      KOKO HEAD AVE + WAIA        46         6         0         0        52        46         6         0         0        52        46         6         0         0        52
3011                      PALOLO AVE + OPP NEW        52         0         0         0        52        52         0         0         0        52        52         0         0         0        52
3027                      10TH AVE + HANAKEALO         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3071                      WAIALAE AVE + 4TH AV       250         0         0         4       254       250         0         0         4       254       250         0         0         4       254
3173                      WAIALAE AVE + KOKO H       161         1         0        23       186       161         1         0        23       186       161         1         0        23       186
3078                      WAIALAE AVE + KOKO H       199         0         0        23       223       199         0         0        23       223       199         0         0        23       223
3084                      WAIALAE AVE + HUNAKA       452         0         0        46       498       452         0         0        46       498       452         0         0        46       498
4546                      MAKAPUU AVE + OPP MA        22         0         0         0        22        22         0         0         0        22        22         0         0         0        22
89                        KAPAHULU AVE + CAMPB        56         0         0        52       108        56         0         0        52       108        56         0         0        52       108
228                       18TH AVE + DIAMOND H        10         0         0         1        11        10         0         0         1        11        10         0         0         1        11
3179                      WAIALAE AVE + 3RD AV        88         0         0         0        88        88         0         0         0        88        88         0         0         0        88
4011                      KAIMUKI AVE + KAPIOL        82         5         0         2        89        82         5         0         2        89        82         5         0         2        89
3174                      WAIALAE AVE + SIERRA        66         0         0         0        66        66         0         0         0        66        66         0         0         0        66
3166                      WAIALAE AVE + HUNAKA       128         0         0         0       129       128         0         0         0       129       128         0         0         0       129
4016                      KAPAHULU AVE + OPP C        28         0         0         4        33        28         0         0         4        33        28         0         0         4        33
3000                      PALOLO AVE + WAIALAE        18         0         0         0        18        18         0         0         0        18        18         0         0         0        18
4013                      KAPAHULU AVE + OPP O        36         2         0         0        38        36         2         0         0        38        36         2         0         0        38
218                       KILAUEA AVE + WAIALA        56         3         0         9        69        56         3         0         9        69        56         3         0         9        69
2997                      KAPIOLANI BL + WAIAL       144        11         0       217       372       144        11         0       217       372       144        11         0       217       372
3165                      WAIALAE AVE + KILAUE       137         1         0         7       145       137         1         0         7       145       137         1         0         7       145
3176                      WAIALAE AVE + 9TH AV       248         6         0         2       256       248         6         0         2       256       248         6         0         2       256
3057                      WAIALAE AVE + PALOLO       338         2         0       729      1068       338         2         0       729      1068       338         2         0       729      1068
230                       DIAMOND HEAD RD + MA       108         1         0         6       115       108         1         0         6       115       108         1         0         6       115
3233                      PAHOA AVE + OCEAN VI        15         0         0         0        15        15         0         0         0        15        15         0         0         0        15
3329                      KILAUEA AVE + 12TH A        61         1         0         0        62        61         1         0         0        62        61         1         0         0        62
352                       PALI HWY + KEPOLA PL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
355                       OLD PALI RD + OPP PA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
356                       OLD PALI RD + 3767           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3854                      PUOWAINA DR + SAN AN         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3871                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3873                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3881                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3883                      PAUOA RD + LUSITANA          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3911                      WYLLIE ST + MAEMAE E         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3914                      WYLLIE ST + OPP MAEM         0         0         0         6         6         0         0         0         6         6         0         0         0         6         6
3930                      LOLENA ST + OPP KULA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3933                      JUDD ST + 671                7         0         0         0         7         7         0         0         0         7         7         0         0         0         7
3934                      JUDD ST + NU PL              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3935                      WYLLIE ST + PUUNUI A         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3936                      ALEWA DR + OPP TWIN          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3937                      ALEWA DR + ALEWA PL          4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
3938                      ALEWA DR + OPP ILIMA         6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
3939                      ALEWA DR + KAUMAILUN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3940                      ALEWA DR + 1158              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3941                      ALEWA DR + OPP MAMAL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3942                      ALEWA DR + 1258              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3944                      ALEWA DR + 1380              1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3945                      ALEWA DR + 1440              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3946                      ALEWA DR + MALUA DR          8         0         0         0         8         8         0         0         0         8         8         0         0         0         8
3947                      ALEWA DR + 1522              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3948                      ALEWA DR + 1572              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3951                      ALEWA DR + OPP KUALO         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
3952                      ALEWA DR + OPP HOOMA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3953                      HOOMAIKAI ST + ALEWA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3954                      HOOMAIKAI ST + KUALO         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3955                      KALIKIMAKA ST + KUAL         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3957                      ALEWA DR + HOOMAIKAI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3959                      ALEWA DR + HELEMANO          8         0         0         0         8         8         0         0         0         8         8         0         0         0         8
3960                      ALEWA DR + 1595              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3962                      ALEWA DR + 1505              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4167                      PACIFIC HEIGHTS RD +         3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
4168                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4170                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4171                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4173                      PACIFIC HEIGHTS RD +         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
4174                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4176                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
62                        LILIHA ST + BACHELOT        48         0         0         0        48        48         0         0         0        48        48         0         0         0        48
64                        LILIHA ST + OPP EKEK         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
756                       PAUOA RD + OPP NAMIL         0         0         0        14        14         0         0         0        14        14         0         0         0        14        14
340                       NUUANU AVE + NUUANU         31         0         0         0        31        31         0         0         0        31        31         0         0         0        31
341                       NUUANU AVE + OPP KAW        12         0         0         0        12        12         0         0         0        12        12         0         0         0        12
342                       NUUANU AVE + OPP WYL         2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
351                       PALI HWY + DOWSETT A         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
353                       NUUANU PALI DR + 351         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
354                       NUUANU PALI DR + KIM         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
359                       OLD PALI RD + MAMALA        94         0         0         0        94        94         0         0         0        94        94         0         0         0        94
368                       OLD PALI RD + PARIS          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3875                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3879                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3920                      HOUGHTAILING ST + KO        11         0         0         0        11        11         0         0         0        11        11         0         0         0        11
3921                      HOUGHTAILING ST + KE         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3922                      HOUGHTAILING ST + AU         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3924                      HOUGHTAILING ST + HI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3925                      KEALIA DR + HILLCRES         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3931                      LOLENA ST + KEALAKAI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3950                      ALEWA DR + OPP HELEM         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3961                      ALEWA DR + 1569              2         0         0         0         2         2         0         0         0         2         2         0         0         0         2
3968                      ALEWA DR + OPP KAUMA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3973                      JUDD ST + IHOLENA ST        10         0         0         0        10        10         0         0         0        10        10         0         0         0        10
3976                      MAKANANI DR + AULII         12         0         0         0        12        12         0         0         0        12        12         0         0         0        12
3977                      MAKANANI DR + SKYLIN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4169                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4172                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4175                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4177                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
4178                      PACIFIC HEIGHTS RD +         1         0         0         0         1         1         0         0         0         1         1         0         0         0         1
350                       PALI HWY + WOOD ST           0         0         0        48        48         0         0         0        48        48         0         0         0        48        48
3563                      KALIHI ST + 3075             0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
369                       OLD PALI RD + PALIMA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3869                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3874                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3876                      PACIFIC HEIGHTS RD +         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3923                      HOUGHTAILING ST + NA         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3927                      MAKANANI DR + 2147           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3928                      MAKANANI DR + SKYLIN         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3929                      MAKANANI DR + KAMALI         3         0         0         0         3         3         0         0         0         3         3         0         0         0         3
3943                      ALEWA DR + 1314              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3949                      ALEWA DR + 1602              0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3956                      KALIKIMAKA ST + ALEW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3958                      ALEWA DR + KUALONO S         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3966                      MAMALU ST + ALEWA DR         6         0         0         0         6         6         0         0         0         6         6         0         0         0         6
3971                      ALEWA DR + TWIN VIEW         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3972                      JUDD ST + MAHALO ST         12         0         0         0        12        12         0         0         0        12        12         0         0         0        12
3974                      LOLENA ST + IHOLENA          0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3978                      MAKANANI DR + 2138           0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
3980                      HILLCREST ST + KEALI         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
59                        LILIHA ST + ELENA ST        52         0         0         0        52        52         0         0         0        52        52         0         0         0        52
61                        LILIHA ST + JUDD ST          4         0         0         0         4         4         0         0         0         4         4         0         0         0         4
336                       NUUANU AVE + ILIAHI         15         0         0         2        17        15         0         0         2        17        15         0         0         2        17
344                       PALI HWY + 2627             19         0         0        12        31        19         0         0        12        31        19         0         0        12        31
